paper_id,title,decision,gt_binary,avg_score,score_0,score_1,score_2,score_3,score_4,score_5
qJkCEcd50n,Influence-based Attributions can be Manipulated,Reject,Reject,3.00,3,5,1,3,3,
WVLBWiKxjM,Deep Learning for Micro-Scale Crack Detection on Imbalanced Datasets Using Key Point Localization,Reject,Reject,3.00,3,3,1,3,5,
ArJikvI6xo,GFLAgent: Green Federated Learning Agent for Alleviating Heterogeneity,Reject,Reject,3.40,3,3,3,5,3,
8QTpYC4smR,"Systematic Review of Large Language Models: Applications, Limitations, Practical Usages and Future Directions",Reject,Reject,1.00,1,1,1,1,,
hKMPz3wkPV,Towards a formal theory of compositionality,Reject,Reject,6.75,8,5,6,8,,
cagNCwQEEN,Multimodal Instruction Tuning with Hybrid State Space Models,Reject,Reject,3.40,3,3,5,3,3,
bEgDEyy2Yk,An efficient implementation for solving the all pairs minimax path problem in an undirected dense graph,Reject,Reject,1.00,1,1,1,1,,
1NYhrZynvC,Exact linear-rate gradient descent: optimal adaptive stepsize theory and practical use,Reject,Reject,2.50,1,5,1,3,,
PUnD86UEK5,Adam Exploits $\ell_\infty$-geometry of Loss Landscape via Coordinate-wise Adaptivity,Accept (Spotlight),Accept,7.33,8,8,6,,,
XQED8Nk9mu,Counterfactual Explanations for 3D Point-Cloud Classifiers,Reject,Reject,5.00,6,5,3,6,,
DJSZGGZYVi,Representation Alignment for Generation: Training Diffusion Transformers Is Easier Than You Think,Accept (Oral),Accept,9.00,10,8,8,10,8,10
A6Y7AqlzLW,Rewarding Progress: Scaling Automated Process Verifiers for LLM Reasoning,Accept (Spotlight),Accept,7.14,8,8,6,8,8,6
lXRDQsiP2v,Token Statistics Transformer: Linear-Time Attention via Variational Rate Reduction,Accept (Spotlight),Accept,7.50,8,8,8,6,,
QBiFoWQp3n,Architecturally Aligned Comparisons Between ConvNets And Vision Mambas,Reject,Reject,4.60,5,5,5,3,5,
mV6cO4mGjH,Dynamics Based Neural Encoding with Inter-Intra Region Connectivity,Reject,Reject,4.50,1,5,6,6,,
e92KW6htFO,MICE: Memory-driven Intrinsic Cost Estimation for Mitigating Constraint Violations,Reject,Reject,5.00,6,3,5,6,,
fBSc0c1IXJ,Remote Reinforcement Learning with Communication Constraints,Reject,Reject,3.00,3,3,3,3,3,
aMBSY2ebPw,Can LLMs Really Learn to Translate a Low-Resource Language from One Grammar Book?,Accept (Spotlight),Accept,7.33,6,8,8,,,
1aF2D2CPHi,Open-Vocabulary Customization from CLIP via Data-Free Knowledge Distillation,Accept (Oral),Accept,8.00,8,6,10,8,,
friHAl5ofG,Vision Language Models are In-Context Value Learners,Accept (Spotlight),Accept,7.50,8,8,6,8,,
adrPcTD2cz,Weighted-Rank Contrastive Regression for Robust Learning on Imbalance Social Media Popularity Prediction,Reject,Reject,3.00,3,3,1,5,,
gRmWtOnTLK,RFWave: Multi-band Rectified Flow for Audio Waveform Reconstruction,Accept (Poster),Accept,6.80,8,8,5,5,8,
1HCN4pjTb4,Wide Neural Networks Trained with Weight Decay Provably Exhibit Neural Collapse,Accept (Oral),Accept,7.60,8,8,8,8,6,
jawV7vhGHw,PrAViC: Probabilistic Adaptation Framework for Real-Time Video Classification,Reject,Reject,4.25,3,5,3,6,,
NuVBI4wPMm,Decoupled Graph Energy-based Model for Node Out-of-Distribution Detection on Heterophilic Graphs,Accept (Poster),Accept,6.50,6,6,8,6,,
falBlwUsIH,Can We Ignore Labels in Out of Distribution Detection?,Accept (Poster),Accept,6.33,6,5,8,,,
tVNZj27pb3,Do We Really Need Parameter-Isolation to Protect Task Knowledge?,Reject,Reject,3.67,3,3,5,,,
5nldnvvHfw,Adaptive Exponential Decay Rates for Adam,Reject,Reject,2.50,3,1,3,3,,
gQlxd3Mtru,Learning stochastic dynamics from snapshots through regularized unbalanced optimal transport,Accept (Oral),Accept,8.67,8,8,10,,,
XCugWIuHR8,Convex Distillation: Efficient Compression of Deep Networks via Convex Optimization,Reject,Reject,3.00,3,3,3,3,,
WCRQFlji2q,Do I Know This Entity? Knowledge Awareness and Hallucinations in Language Models,Accept (Oral),Accept,9.00,8,10,8,10,,
kkGIbmpCHU,Diffusion-Nested Auto-Regressive Synthesis of Heterogeneous Tabular Data,Reject,Reject,4.75,5,3,5,6,,
IUwqJ8VT4F,Revisiting the Design Choices in Max-Return Sequence Modeling,Reject,Reject,4.00,3,5,3,5,,
N0i0d27RTW,Statistical Guarantees for Approximate Stationary Points of Shallow Neural Networks,Reject,Reject,4.50,3,6,6,3,,
gFUomIaycw,Dynamic Routing Mixture of Experts for Enhanced Multi-Label Image Classification,Reject,Reject,2.50,3,3,3,1,,
koza5fePTs,Exploring and Benchmarking  Planning Capabilities of  Large Language Models,Reject,Reject,2.00,3,3,1,1,,
kN6MFmKUSK,PolaFormer: Polarity-aware Linear Attention for Vision Transformers,Accept (Poster),Accept,7.00,6,6,8,8,,
5kMwiMnUip,NEMESIS \\  Jailbreaking LLMs with Chain of Thoughts Approach,Reject,Reject,1.40,1,1,1,3,1,
KVLnLKjymq,Star Attention: Efficient LLM Inference over Long Sequences,Reject,Reject,5.50,6,6,5,5,,
xVw8YNEtH3,Reset Method based on the Theory of Manifold Optimization on Real Manifolds,Reject,Reject,3.00,3,5,1,,,
wgnMdxS2nZ,MQFL-FHE: Multimodal Quantum Federated Learning Framework with Fully Homomorphic Encryption,Reject,Reject,3.40,3,5,3,3,3,
u1cQYxRI1H,Scaling In-the-Wild Training for Diffusion-based Illumination Harmonization and Editing by Imposing Consistent Light Transport,Accept (Oral),Accept,10.00,10,10,10,10,,
v4MTnPiYXY,Q-SFT: Q-Learning for Language Models via Supervised Fine-Tuning,Accept (Poster),Accept,7.00,6,8,6,8,,
QPDbIFumQ8,EMMA: Efficient Visual Alignment in Multi-Modal LLMs,Reject,Reject,5.33,6,5,5,,,
VB8xHF1Rdl,Information Structure in Large Language Models,Reject,Reject,3.50,3,3,5,3,,
YrycTjllL0,BigCodeBench: Benchmarking Code Generation with Diverse Function Calls and Complex Instructions,Accept (Oral),Accept,9.00,10,10,8,8,,
KiDGtYCPcv,Unveiling the latent dynamics in social cognition with multi-agent inverse reinforcement learning,Reject,Reject,4.25,6,5,3,3,,
cLws58ZojF,An Exploration of Speech Conditioned Large Language Models (SLMs),Reject,Reject,3.00,3,3,3,3,,
lHuLMmz3PY,LLM-Exp: Exploring the Policy in Reinforcement Learning with Large Language Models,Reject,Reject,3.50,3,3,3,5,,
y2ch7iQSJu,Budget-constrained Active Learning to De-censor Survival Data,Reject,Reject,2.00,3,3,1,1,,
Nh1ZH61OqF,AdaFM: Adaptive Variance-Reduced Algorithm for Stochastic Minimax Optimization,Reject,Reject,5.00,3,3,8,6,,
5XL8c0Vg9k,Infinite-parameter Large Language Model,Reject,Reject,2.00,3,3,1,1,,
VpWki1v2P8,LoRA Done RITE: Robust Invariant Transformation Equilibration for LoRA Optimization,Accept (Oral),Accept,8.67,8,8,10,,,
oYSsbY3G4o,Learning Graph Quantized Tokenizers,Accept (Poster),Accept,6.40,8,5,6,5,8,
uWMQxtmyYz,FedQLoRA: Federated Quantization-Aware LoRA for Large Language Models,Reject,Reject,4.00,3,5,5,3,,
RBp0x7rkMO,Vector Grimoire: Codebook-based Shape Generation under Raster Image Supervision,Reject,Reject,5.25,6,6,6,3,,
Tepaft7632,MADCluster: Model-agnostic Anomaly Detection with Self-supervised Clustering Network,Reject,Reject,4.80,5,5,6,3,5,
awvJBtB2op,Generating Freeform Endoskeletal Robots,Accept (Spotlight),Accept,7.50,8,8,6,8,,
7Cx05z4pUc,Decomposed Learning and Grokking,Reject,Reject,5.00,6,8,3,3,,
R1hIXdST22,Towards General-Purpose Model-Free Reinforcement Learning,Accept (Spotlight),Accept,7.50,8,8,8,6,,
ywFOSIT9ik,Revisiting Zeroth-Order Optimization:  Minimum-Variance Two-Point Estimators and  Directionally Aligned Perturbations,Accept (Spotlight),Accept,6.80,8,6,6,6,8,
zfeso8ceqr,Deconstructing What Makes a Good Optimizer for Autoregressive Language Models,Accept (Poster),Accept,6.00,5,5,8,6,,
L9j8exYGUJ,Distributional reasoning in LLMs: Parallel Reasoning Processes in Multi-hop Reasoning,Reject,Reject,5.00,6,3,6,5,,
LqB8cRuBua,Diffusion SigFormer for Interference Time-series Signal Recognition,Reject,Reject,2.00,1,1,3,3,,
6Mxhg9PtDE,Safety Alignment Should be Made More Than Just a Few Tokens Deep,Accept (Oral),Accept,9.50,10,8,10,10,,
MFZjrTFE7h,D-FINE: Redefine Regression Task of DETRs as Fine-grained Distribution Refinement,Accept (Spotlight),Accept,7.50,8,8,8,6,,
onvN3zsNMI,Preventing Unintended Memorization by Covering with Over-Memorization,Reject,Reject,3.50,3,5,3,3,,
H25xduunIK,Report Cards: Qualitative Evaluation of Language Models Using Natural Language Summaries,Reject,Reject,5.75,5,5,8,5,,
nwDRD4AMoN,Artificial Kuramoto Oscillatory Neurons,Accept (Oral),Accept,9.00,10,10,8,8,,
v3DwQlyGbv,Paramanu-Ganita: An Efficient Pre-trained Generative Mathematics Language Model with Chain-of-Thought Instruction Fine-Tuning,Reject,Reject,2.33,3,1,3,,,
YkMg8sB8AH,On Explaining Equivariant Graph Networks via Improved Relevance Propagation,Reject,Reject,4.25,3,5,3,6,,
m29SV0n6DO,Token to Token Learning From Videos,Reject,Reject,4.25,1,3,8,5,,
MGceYYNvXp,Project MPG: towards a generalized performance quotient for LLM intelligence,Reject,Reject,1.50,1,1,1,3,,
EDJ7cPZk7V,Forgetting Order of Continual Learning: What is Learned First is Forgotten Last,Reject,Reject,6.40,10,5,6,3,8,
eBS3dQQ8GV,Emergence of meta-stable clustering in mean-field transformer models,Accept (Oral),Accept,7.80,8,5,10,8,8,
10kBEqYKKN,Impact of Prompt on Latent Representations in LLMs,Reject,Reject,3.00,3,3,3,,,
P7f55HQtV8,QuaDiM: A Conditional Diffusion Model For Quantum State Property Estimation,Accept (Poster),Accept,6.50,6,6,8,6,,
HD6bWcj87Y,Data Shapley in One Training Run,Accept (Oral),Accept,7.50,6,8,6,10,,
A1HhtITVEi,CheapNet: Cross-attention on Hierarchical representations for Efficient protein-ligand binding Affinity Prediction,Accept (Poster),Accept,6.00,6,6,5,8,5,
iSTMsye6SD,Assessing the Knowledge-intensive Reasoning Capability of Large Language Models with Realistic Benchmarks Generated Programmatically at Scale,Reject,Reject,5.25,6,5,5,5,,
V4Xs283LHH,FlashSampling: Fast and Memory-Efficient Exact Sampling with Group-Gumbel-Max,Reject,Reject,2.50,3,1,3,3,,
cnKhHxN3xj,"Wasserstein Distances, Neuronal Entanglement, and Sparsity",Accept (Spotlight),Accept,7.50,8,6,8,8,,
gInIbukM0R,Quantifying Emergence in Neural Networks: Insights from Pruning and Training Dynamics,Reject,Reject,2.50,1,3,3,3,,
LBl7Hez0fF,Reducing Hallucinations in Large Vision-Language Models via Latent Space Steering,Accept (Spotlight),Accept,7.33,6,8,8,,,
c61unr33XA,Dataset Distillation via Knowledge Distillation: Towards Efficient Self-Supervised Pre-training of Deep Networks,Accept (Poster),Accept,7.00,6,8,8,6,,
X4Rcxi9588,Visual Context Window Extension: A New Perspective for Long Video Understanding,Reject,Reject,5.50,6,6,5,5,,
7DY2Nk9snh,SynthCLIP: Are We Ready for a Fully Synthetic CLIP Training?,Reject,Reject,4.75,3,6,5,5,,
CTC7CmirNr,Masked Diffusion Models are Secretly Time-Agnostic Masked Models and Exploit Inaccurate Categorical Sampling,Accept (Poster),Accept,7.00,6,8,8,6,,
HSi4VetQLj,Improving Uncertainty Estimation through Semantically Diverse Language Generation,Accept (Poster),Accept,6.00,5,8,5,6,,
rPup1cWk4d,Pseudo-Non-Linear Data Augmentation via Energy Minimization,Reject,Reject,3.00,1,3,5,3,,
j4gzziSUr0,Optimizing importance weighting in the presence of sub-population shifts,Accept (Poster),Accept,7.00,8,6,8,6,,
EqCbc4wrzy,MDPE: A Multimodal Deception Dataset with Personality and Emotional Characteristics,Reject,Reject,2.50,3,1,3,3,,
UkGrcekmSZ,Leveraging deep learning for comprehensive classification of renal diseases: A transfer learning approach,Reject,Reject,2.00,1,1,3,3,,
l4fMj4Vnly,ADIFF: Explaining audio difference using natural language,Accept (Spotlight),Accept,7.50,6,8,8,8,,
sZQRUrvLn4,Graph Neural Networks Can (Often) Count Substructures,Accept (Spotlight),Accept,6.40,6,6,6,6,8,
LXftdR11io,POTEC: Off-Policy Contextual Bandits for Large Action Spaces via Policy Decomposition,Accept (Spotlight),Accept,7.50,8,6,8,8,,
204sPiwBbB,Learning from others' mistakes: Finetuning machine translation models with span-level error annotations,Reject,Reject,5.25,5,3,5,8,,
OZVTqoli2N,A Second-Order Perspective on Model Compositionality and Incremental Learning,Accept (Spotlight),Accept,7.50,6,8,8,8,,
5IkDAfabuo,Prioritized Generative Replay,Accept (Oral),Accept,7.50,8,6,8,8,,
SOd07Qxkw4,Improved Convergence Rate for Diffusion Probabilistic Models,Accept (Spotlight),Accept,7.50,8,8,8,6,,
UUwrBhhsxT,A Scalable Transformer-based Framework for Fault Detection in Mission-Critical Systems,Reject,Reject,5.25,5,3,5,8,,
KgKN7F0PyQ,ReAcTree: Hierarchical Task Planning with Dynamic Tree Expansion using LLM Agent Nodes,Reject,Reject,4.50,6,3,6,3,,
p1HeFnn2AA,Deep Learning for Two-Sided Matching,Reject,Reject,7.33,6,8,8,,,
j7cyANIAxV,Rethinking the generalization of drug target affinity prediction algorithms via similarity aware evaluation,Accept (Oral),Accept,7.50,8,8,6,8,,
TwJrTz9cRS,HiRA: Parameter-Efficient Hadamard High-Rank Adaptation for Large Language Models,Accept (Oral),Accept,8.00,8,8,8,,,
nTZOIlf8YH,Differentiation of Multi-objective Data-driven Decision Pipeline,Reject,Reject,2.33,3,1,3,,,
bEvI30Hb2W,LVM-NET: Efficient Long-Form Video Reasoning using neural sampling,Reject,Reject,3.00,3,3,3,3,,
EXnDAXyVxw,QT-DoG: Quantization-Aware Training for Domain Generalization,Reject,Reject,5.00,3,6,5,6,,
2iPvFbjVc3,Vision Language Model Based Caption Evaluation Method Leveraging Visual Context Extraction,Reject,Reject,3.40,3,5,3,3,3,
cJd1BgZ9CS,Distributed Speculative Inference (DSI): Speculation Parallelism for Provably Faster Lossless Language Model Inference,Accept (Poster),Accept,5.00,5,6,3,6,,
tc90LV0yRL,Cybench: A Framework for Evaluating Cybersecurity Capabilities and Risks of Language Models,Accept (Oral),Accept,8.67,10,8,8,,,
9AtlhmFVDi,Transformers trained on proteins can learn to attend to Euclidean distance,Reject,Reject,5.50,3,6,5,8,,
cu2CT2VAvs,Stuffed Mamba: State Collapse and State Capacity of RNN-Based Long-Context Modeling,Reject,Reject,3.60,6,3,3,3,3,
